Cidade;Data;Usuarios;Novos usuarios;Total;DT
(not set);20230911;4;3;7;11/09/2023
(not set);20230914;4;4;8;14/09/2023
Belem;20230908;4;3;7;08/09/2023
Brasilia;20230806;4;4;8;06/08/2023
Brasilia;20230811;4;2;6;11/08/2023
Brasilia;20230815;4;2;6;15/08/2023
Brasilia;20230827;4;1;5;27/08/2023
Brasilia;20230829;4;3;7;29/08/2023
Brasilia;20230830;4;2;6;30/08/2023
Curitiba;20230830;4;3;7;30/08/2023
Fortaleza;20230810;4;3;7;10/08/2023
Fortaleza;20230831;4;3;7;31/08/2023
Juiz de Fora;20230827;4;3;7;27/08/2023
Juiz de Fora;20230828;4;0;4;28/08/2023
Niteroi;20230803;4;4;8;03/08/2023
Niteroi;20230806;4;2;6;06/08/2023
Niteroi;20230809;4;1;5;09/08/2023
Niteroi;20230811;4;2;6;11/08/2023
Niteroi;20230813;4;4;8;13/08/2023
Niteroi;20230904;4;0;4;04/09/2023
Niteroi;20230908;4;2;6;08/09/2023
Niteroi;20230913;4;1;5;13/09/2023
Niteroi;20230914;4;2;6;14/09/2023
Salvador;20230829;4;2;6;29/08/2023
Sao Goncalo;20230907;4;2;6;07/09/2023
Sao Goncalo;20230910;4;1;5;10/09/2023
Sao Paulo;20230812;4;4;8;12/08/2023
Sao Paulo;20230817;4;3;7;17/08/2023
Sao Paulo;20230819;4;2;6;19/08/2023
Sao Paulo;20230913;4;4;8;13/09/2023
(not set);20230811;3;3;6;11/08/2023
(not set);20230817;3;3;6;17/08/2023
(not set);20230822;3;2;5;22/08/2023
(not set);20230823;3;2;5;23/08/2023
(not set);20230830;3;2;5;30/08/2023
Belem;20230918;3;2;5;18/09/2023
Belo Horizonte;20230808;3;3;6;08/08/2023
Belo Horizonte;20230813;3;3;6;13/08/2023
Brasilia;20230804;3;3;6;04/08/2023
Brasilia;20230814;3;2;5;14/08/2023
Brasilia;20230816;3;0;3;16/08/2023
Brasilia;20230817;3;3;6;17/08/2023
Brasilia;20230818;3;3;6;18/08/2023
Brasilia;20230907;3;1;4;07/09/2023
Brasilia;20230908;3;0;3;08/09/2023
Campinas;20230824;3;2;5;24/08/2023
Curitiba;20230821;3;2;5;21/08/2023
Curitiba;20230829;3;2;5;29/08/2023
Curitiba;20230831;3;2;5;31/08/2023
Duque de Caxias;20230827;3;2;5;27/08/2023
Duque de Caxias;20230831;3;1;4;31/08/2023
Fortaleza;20230811;3;1;4;11/08/2023
Fortaleza;20230903;3;1;4;03/09/2023
Goiania;20230819;3;3;6;19/08/2023
Juiz de Fora;20230809;3;1;4;09/08/2023
Juiz de Fora;20230820;3;0;3;20/08/2023
Juiz de Fora;20230824;3;1;4;24/08/2023
Manaus;20230831;3;2;5;31/08/2023
Manaus;20230912;3;1;4;12/09/2023
Marica;20230813;3;3;6;13/08/2023
Niteroi;20230804;3;3;6;04/08/2023
Niteroi;20230805;3;3;6;05/08/2023
Niteroi;20230807;3;1;4;07/08/2023
Niteroi;20230817;3;1;4;17/08/2023
Niteroi;20230818;3;2;5;18/08/2023
Niteroi;20230819;3;3;6;19/08/2023
Niteroi;20230820;3;0;3;20/08/2023
Niteroi;20230826;3;1;4;26/08/2023
Niteroi;20230829;3;0;3;29/08/2023
Niteroi;20230830;3;1;4;30/08/2023
Niteroi;20230831;3;1;4;31/08/2023
Niteroi;20230906;3;1;4;06/09/2023
Niteroi;20230912;3;3;6;12/09/2023
Niteroi;20230918;3;0;3;18/09/2023
Nova Friburgo;20230823;3;2;5;23/08/2023
Nova Iguacu;20230825;3;2;5;25/08/2023
Nova Iguacu;20230830;3;2;5;30/08/2023
Nova Iguacu;20230915;3;2;5;15/09/2023
Petropolis;20230828;3;2;5;28/08/2023
Petropolis;20230918;3;0;3;18/09/2023
Recife;20230918;3;2;5;18/09/2023
Salvador;20230804;3;3;6;04/08/2023
Salvador;20230824;3;2;5;24/08/2023
Salvador;20230906;3;1;4;06/09/2023
Salvador;20230915;3;1;4;15/09/2023
Sao Goncalo;20230820;3;3;6;20/08/2023
Sao Goncalo;20230824;3;1;4;24/08/2023
Sao Goncalo;20230825;3;2;5;25/08/2023
Sao Goncalo;20230906;3;2;5;06/09/2023
Sao Goncalo;20230912;3;2;5;12/09/2023
Sao Goncalo;20230914;3;1;4;14/09/2023
Sao Joao de Meriti;20230821;3;3;6;21/08/2023
Sao Paulo;20230807;3;1;4;07/08/2023
Sao Paulo;20230821;3;2;5;21/08/2023
Vila Velha;20230916;3;2;5;16/09/2023
(not set);20230803;2;1;3;03/08/2023
(not set);20230818;2;2;4;18/08/2023
Araraquara;20230904;2;1;3;04/09/2023
Araruama;20230916;2;2;4;16/09/2023
Areal;20230903;2;2;4;03/09/2023
Barbacena;20230819;2;2;4;19/08/2023
Belem;20230805;2;2;4;05/08/2023
Belem;20230807;2;1;3;07/08/2023
Belem;20230901;2;1;3;01/09/2023
Belem;20230912;2;2;4;12/09/2023
Belem;20230914;2;2;4;14/09/2023
Belem;20230915;2;1;3;15/09/2023
Belem;20230916;2;1;3;16/09/2023
Belford Roxo;20230831;2;2;4;31/08/2023
Belo Horizonte;20230804;2;1;3;04/08/2023
Belo Horizonte;20230819;2;2;4;19/08/2023
Belo Horizonte;20230820;2;1;3;20/08/2023
Belo Horizonte;20230823;2;1;3;23/08/2023
Belo Horizonte;20230825;2;2;4;25/08/2023
Belo Horizonte;20230826;2;1;3;26/08/2023
Belo Horizonte;20230901;2;2;4;01/09/2023
Belo Horizonte;20230904;2;1;3;04/09/2023
Belo Horizonte;20230905;2;2;4;05/09/2023
Belo Horizonte;20230914;2;1;3;14/09/2023
Blumenau;20230822;2;2;4;22/08/2023
Brasilia;20230803;2;2;4;03/08/2023
Brasilia;20230812;2;0;2;12/08/2023
Brasilia;20230909;2;1;3;09/09/2023
Brasilia;20230910;2;0;2;10/09/2023
Brasilia;20230913;2;1;3;13/09/2023
Cabo Frio;20230825;2;2;4;25/08/2023
Cabo Frio;20230903;2;1;3;03/09/2023
Campinas;20230812;2;2;4;12/08/2023
Campinas;20230905;2;1;3;05/09/2023
Campo Grande;20230908;2;0;2;08/09/2023
Campo Grande;20230916;2;1;3;16/09/2023
Campos dos Goytacazes;20230803;2;2;4;03/08/2023
Columbus;20230824;2;2;4;24/08/2023
Cuiaba;20230824;2;2;4;24/08/2023
Curitiba;20230803;2;2;4;03/08/2023
Curitiba;20230807;2;1;3;07/08/2023
Curitiba;20230812;2;2;4;12/08/2023
Curitiba;20230816;2;2;4;16/08/2023
Curitiba;20230827;2;1;3;27/08/2023
Curitiba;20230902;2;1;3;02/09/2023
Curitiba;20230905;2;1;3;05/09/2023
Curitiba;20230912;2;2;4;12/09/2023
Duque de Caxias;20230805;2;1;3;05/08/2023
Duque de Caxias;20230821;2;2;4;21/08/2023
Duque de Caxias;20230830;2;2;4;30/08/2023
Duque de Caxias;20230906;2;1;3;06/09/2023
Feira de Santana;20230803;2;2;4;03/08/2023
Feira de Santana;20230813;2;2;4;13/08/2023
Florianopolis;20230804;2;2;4;04/08/2023
Florianopolis;20230810;2;2;4;10/08/2023
Fortaleza;20230803;2;2;4;03/08/2023
Fortaleza;20230806;2;0;2;06/08/2023
Fortaleza;20230809;2;1;3;09/08/2023
Fortaleza;20230812;2;1;3;12/08/2023
Fortaleza;20230816;2;1;3;16/08/2023
Fortaleza;20230817;2;2;4;17/08/2023
Fortaleza;20230828;2;1;3;28/08/2023
Fortaleza;20230901;2;1;3;01/09/2023
Fortaleza;20230902;2;1;3;02/09/2023
Fortaleza;20230907;2;1;3;07/09/2023
Fortaleza;20230910;2;1;3;10/09/2023
Fortaleza;20230916;2;0;2;16/09/2023
Goiania;20230803;2;2;4;03/08/2023
Goiania;20230804;2;1;3;04/08/2023
Goiania;20230811;2;1;3;11/08/2023
Goiania;20230901;2;1;3;01/09/2023
Goiania;20230904;2;1;3;04/09/2023
Goiania;20230917;2;2;4;17/09/2023
Guarapari;20230815;2;0;2;15/08/2023
Guarapari;20230903;2;2;4;03/09/2023
Ilhabela;20230826;2;1;3;26/08/2023
Itabuna;20230821;2;2;4;21/08/2023
Itauna;20230805;2;0;2;05/08/2023
Joao Pessoa;20230804;2;2;4;04/08/2023
Joao Pessoa;20230816;2;2;4;16/08/2023
Joao Pessoa;20230825;2;0;2;25/08/2023
Joao Pessoa;20230830;2;1;3;30/08/2023
Juiz de Fora;20230817;2;0;2;17/08/2023
Juiz de Fora;20230823;2;1;3;23/08/2023
Juiz de Fora;20230825;2;0;2;25/08/2023
Juiz de Fora;20230829;2;0;2;29/08/2023
Juiz de Fora;20230830;2;0;2;30/08/2023
Juiz de Fora;20230901;2;0;2;01/09/2023
Juiz de Fora;20230903;2;0;2;03/09/2023
Juiz de Fora;20230904;2;0;2;04/09/2023
Juiz de Fora;20230911;2;0;2;11/09/2023
Juiz de Fora;20230914;2;1;3;14/09/2023
Macae;20230814;2;2;4;14/08/2023
Macae;20230819;2;1;3;19/08/2023
Maceio;20230821;2;1;3;21/08/2023
Maceio;20230902;2;0;2;02/09/2023
Maceio;20230903;2;1;3;03/09/2023
Maceio;20230911;2;1;3;11/09/2023
Mage;20230915;2;2;4;15/09/2023
Manaus;20230806;2;2;4;06/08/2023
Manaus;20230808;2;2;4;08/08/2023
Manaus;20230811;2;2;4;11/08/2023
Manaus;20230823;2;1;3;23/08/2023
Manaus;20230904;2;0;2;04/09/2023
Manaus;20230906;2;1;3;06/09/2023
Manaus;20230913;2;0;2;13/09/2023
Manaus;20230914;2;1;3;14/09/2023
Manaus;20230918;2;1;3;18/09/2023
Marica;20230810;2;2;4;10/08/2023
Marica;20230818;2;0;2;18/08/2023
Marica;20230826;2;0;2;26/08/2023
Marica;20230916;2;0;2;16/09/2023
Natal;20230824;2;2;4;24/08/2023
Natal;20230825;2;1;3;25/08/2023
Natal;20230831;2;2;4;31/08/2023
Natal;20230907;2;2;4;07/09/2023
Niteroi;20230810;2;1;3;10/08/2023
Niteroi;20230814;2;0;2;14/08/2023
Niteroi;20230815;2;1;3;15/08/2023
Niteroi;20230823;2;1;3;23/08/2023
Niteroi;20230827;2;1;3;27/08/2023
Niteroi;20230910;2;0;2;10/09/2023
Nova Friburgo;20230820;2;2;4;20/08/2023
Nova Friburgo;20230829;2;2;4;29/08/2023
Nova Friburgo;20230905;2;2;4;05/09/2023
Nova Iguacu;20230804;2;2;4;04/08/2023
Nova Iguacu;20230810;2;2;4;10/08/2023
Nova Iguacu;20230818;2;2;4;18/08/2023
Nova Iguacu;20230819;2;1;3;19/08/2023
Nova Iguacu;20230820;2;1;3;20/08/2023
Nova Iguacu;20230822;2;2;4;22/08/2023
Nova Iguacu;20230829;2;2;4;29/08/2023
Olinda;20230914;2;2;4;14/09/2023
Paranavai;20230809;2;1;3;09/08/2023
Parnamirim;20230815;2;2;4;15/08/2023
Peruibe;20230810;2;1;3;10/08/2023
Petropolis;20230803;2;1;3;03/08/2023
Petropolis;20230804;2;1;3;04/08/2023
Petropolis;20230809;2;1;3;09/08/2023
Petropolis;20230825;2;0;2;25/08/2023
Petropolis;20230903;2;1;3;03/09/2023
Petropolis;20230905;2;0;2;05/09/2023
Petropolis;20230915;2;1;3;15/09/2023
Petropolis;20230916;2;1;3;16/09/2023
Porto Alegre;20230808;2;2;4;08/08/2023
Porto Alegre;20230831;2;2;4;31/08/2023
Porto Alegre;20230901;2;2;4;01/09/2023
Porto Alegre;20230904;2;1;3;04/09/2023
Porto Alegre;20230905;2;1;3;05/09/2023
Porto Alegre;20230914;2;2;4;14/09/2023
Recife;20230902;2;2;4;02/09/2023
Ribeirao Preto;20230805;2;2;4;05/08/2023
Ribeirao Preto;20230809;2;2;4;09/08/2023
Ribeirao Preto;20230811;2;2;4;11/08/2023
Ribeirao Preto;20230917;2;2;4;17/09/2023
Rio das Ostras;20230825;2;1;3;25/08/2023
Rio das Ostras;20230908;2;2;4;08/09/2023
Salvador;20230806;2;1;3;06/08/2023
Salvador;20230807;2;1;3;07/08/2023
Salvador;20230809;2;2;4;09/08/2023
Salvador;20230814;2;1;3;14/08/2023
Salvador;20230819;2;1;3;19/08/2023
Salvador;20230822;2;1;3;22/08/2023
Salvador;20230828;2;1;3;28/08/2023
Salvador;20230909;2;1;3;09/09/2023
Salvador;20230913;2;1;3;13/09/2023
Salvador;20230918;2;2;4;18/09/2023
Santa Rita;20230815;2;2;4;15/08/2023
Santos;20230907;2;1;3;07/09/2023
Santos;20230909;2;1;3;09/09/2023
Sao Goncalo;20230810;2;1;3;10/08/2023
Sao Goncalo;20230822;2;1;3;22/08/2023
Sao Goncalo;20230827;2;1;3;27/08/2023
Sao Goncalo;20230828;2;1;3;28/08/2023
Sao Goncalo;20230902;2;0;2;02/09/2023
Sao Goncalo;20230903;2;2;4;03/09/2023
Sao Goncalo;20230915;2;1;3;15/09/2023
Sao Goncalo;20230916;2;2;4;16/09/2023
Sao Goncalo;20230918;2;1;3;18/09/2023
Sao Jose do Rio Preto;20230831;2;2;4;31/08/2023
Sao Lourenco;20230805;2;2;4;05/08/2023
Sao Paulo;20230904;2;2;4;04/09/2023
Sao Paulo;20230907;2;2;4;07/09/2023
Sao Pedro da Aldeia;20230819;2;1;3;19/08/2023
Teresina;20230803;2;2;4;03/08/2023
Teresopolis;20230811;2;2;4;11/08/2023
Teresopolis;20230813;2;1;3;13/08/2023
Uberlandia;20230824;2;2;4;24/08/2023
Ulyanovsk;20230803;2;1;3;03/08/2023
Ulyanovsk;20230807;2;0;2;07/08/2023
Varginha;20230824;2;1;3;24/08/2023
Vila Velha;20230810;2;1;3;10/08/2023
Vila Velha;20230824;2;1;3;24/08/2023
Vila Velha;20230825;2;1;3;25/08/2023
Vila Velha;20230827;2;1;3;27/08/2023
Vila Velha;20230828;2;0;2;28/08/2023
Vila Velha;20230903;2;0;2;03/09/2023
Vila Velha;20230912;2;1;3;12/09/2023
Vitoria;20230810;2;1;3;10/08/2023
Vitoria;20230819;2;2;4;19/08/2023
Vitoria;20230820;2;1;3;20/08/2023
Vitoria;20230822;2;1;3;22/08/2023
Vitoria;20230824;2;0;2;24/08/2023
Vitoria;20230826;2;2;4;26/08/2023
Vitoria;20230830;2;1;3;30/08/2023
Vitoria;20230901;2;0;2;01/09/2023
Vitoria;20230903;2;0;2;03/09/2023
Vitoria;20230912;2;1;3;12/09/2023
Vitoria;20230915;2;2;4;15/09/2023
Vitoria da Conquista;20230907;2;1;3;07/09/2023
Volta Redonda;20230908;2;2;4;08/09/2023
Xangri-la;20230810;2;1;3;10/08/2023
(not set);20230804;1;1;2;04/08/2023
(not set);20230821;1;0;1;21/08/2023
1154;20230903;1;1;2;03/09/2023
5551;20230902;1;0;1;02/09/2023
89032;20230831;1;1;2;31/08/2023
92364;20230826;1;1;2;26/08/2023
92364;20230828;1;0;1;28/08/2023
Abaetetuba;20230823;1;1;2;23/08/2023
Acu;20230808;1;1;2;08/08/2023
Acu;20230819;1;1;2;19/08/2023
Aguas Lindas de Goias;20230831;1;1;2;31/08/2023
Agudos;20230918;1;1;2;18/09/2023
Alem Paraiba;20230830;1;0;1;30/08/2023
Alem Paraiba;20230831;1;0;1;31/08/2023
Alem Paraiba;20230901;1;0;1;01/09/2023
Alem Paraiba;20230906;1;0;1;06/09/2023
Amadora;20230807;1;0;1;07/08/2023
Amadora;20230809;1;0;1;09/08/2023
Amadora;20230813;1;0;1;13/08/2023
Amadora;20230819;1;0;1;19/08/2023
Amadora;20230825;1;0;1;25/08/2023
Amadora;20230826;1;1;2;26/08/2023
Amadora;20230828;1;0;1;28/08/2023
Amadora;20230901;1;0;1;01/09/2023
Americana;20230826;1;1;2;26/08/2023
Amparo;20230824;1;1;2;24/08/2023
Ananindeua;20230827;1;1;2;27/08/2023
Anapolis;20230807;1;1;2;07/08/2023
Anapolis;20230809;1;1;2;09/08/2023
Anapolis;20230821;1;1;2;21/08/2023
Anapolis;20230824;1;1;2;24/08/2023
Anapolis;20230825;1;1;2;25/08/2023
Anapolis;20230903;1;1;2;03/09/2023
Anapolis;20230912;1;1;2;12/09/2023
Andradas;20230829;1;1;2;29/08/2023
Angra dos Reis;20230811;1;1;2;11/08/2023
Angra dos Reis;20230814;1;1;2;14/08/2023
Angra dos Reis;20230818;1;0;1;18/08/2023
Angra dos Reis;20230827;1;0;1;27/08/2023
Angra dos Reis;20230904;1;1;2;04/09/2023
Angra dos Reis;20230909;1;1;2;09/09/2023
Aparecida de Goiania;20230803;1;0;1;03/08/2023
Aparecida de Goiania;20230810;1;0;1;10/08/2023
Aparecida de Goiania;20230814;1;1;2;14/08/2023
Aparecida de Goiania;20230817;1;1;2;17/08/2023
Aquiraz;20230828;1;1;2;28/08/2023
Aracaju;20230805;1;1;2;05/08/2023
Aracaju;20230810;1;1;2;10/08/2023
Aracaju;20230828;1;1;2;28/08/2023
Aracaju;20230829;1;1;2;29/08/2023
Aracaju;20230830;1;1;2;30/08/2023
Aracaju;20230903;1;1;2;03/09/2023
Aracatuba;20230822;1;1;2;22/08/2023
Aracatuba;20230823;1;0;1;23/08/2023
Aracatuba;20230824;1;1;2;24/08/2023
Arapiraca;20230831;1;1;2;31/08/2023
Arapiraca;20230906;1;1;2;06/09/2023
Arapongas;20230813;1;1;2;13/08/2023
Araraquara;20230809;1;1;2;09/08/2023
Araraquara;20230811;1;1;2;11/08/2023
Araraquara;20230818;1;0;1;18/08/2023
Araraquara;20230819;1;1;2;19/08/2023
Araraquara;20230824;1;0;1;24/08/2023
Araraquara;20230825;1;0;1;25/08/2023
Araraquara;20230828;1;0;1;28/08/2023
Araraquara;20230901;1;0;1;01/09/2023
Araraquara;20230903;1;0;1;03/09/2023
Araraquara;20230905;1;0;1;05/09/2023
Araraquara;20230906;1;0;1;06/09/2023
Araraquara;20230907;1;0;1;07/09/2023
Araraquara;20230918;1;0;1;18/09/2023
Araripina;20230808;1;1;2;08/08/2023
Araruama;20230827;1;1;2;27/08/2023
Araruama;20230901;1;1;2;01/09/2023
Araruama;20230903;1;1;2;03/09/2023
Araruama;20230908;1;0;1;08/09/2023
Araruama;20230917;1;1;2;17/09/2023
Araruama;20230918;1;0;1;18/09/2023
Araucaria;20230821;1;1;2;21/08/2023
Araucaria;20230910;1;1;2;10/09/2023
Areal;20230817;1;1;2;17/08/2023
Areal;20230828;1;1;2;28/08/2023
Areal;20230902;1;1;2;02/09/2023
Arraial do Cabo;20230809;1;1;2;09/08/2023
Asuncion;20230830;1;1;2;30/08/2023
Atibaia;20230908;1;1;2;08/09/2023
Atlanta;20230826;1;1;2;26/08/2023
Atlanta;20230827;1;0;1;27/08/2023
Auckland;20230915;1;1;2;15/09/2023
Baku;20230807;1;0;1;07/08/2023
Baku;20230808;1;0;1;08/08/2023
Baku;20230809;1;0;1;09/08/2023
Baku;20230810;1;0;1;10/08/2023
Baku;20230819;1;1;2;19/08/2023
Baku;20230824;1;0;1;24/08/2023
Baku;20230903;1;1;2;03/09/2023
Baku;20230909;1;0;1;09/09/2023
Baku;20230911;1;0;1;11/09/2023
Balneario Camboriu;20230825;1;0;1;25/08/2023
Balneario Camboriu;20230901;1;0;1;01/09/2023
Balsas;20230831;1;1;2;31/08/2023
Bambui;20230818;1;1;2;18/08/2023
Bambui;20230909;1;1;2;09/09/2023
Banbury;20230827;1;1;2;27/08/2023
Banbury;20230915;1;1;2;15/09/2023
Barnsley;20230917;1;1;2;17/09/2023
Barra Mansa;20230804;1;1;2;04/08/2023
Barra Mansa;20230808;1;1;2;08/08/2023
Barra Mansa;20230809;1;1;2;09/08/2023
Barra Mansa;20230811;1;1;2;11/08/2023
Barra Mansa;20230826;1;1;2;26/08/2023
Barra Mansa;20230902;1;0;1;02/09/2023
Barra Mansa;20230915;1;1;2;15/09/2023
Barra do Garcas;20230913;1;0;1;13/09/2023
Barra do Pirai;20230805;1;1;2;05/08/2023
Barra do Pirai;20230810;1;1;2;10/08/2023
Barra do Pirai;20230818;1;0;1;18/08/2023
Barra do Pirai;20230902;1;1;2;02/09/2023
Barra do Pirai;20230906;1;1;2;06/09/2023
Barreiras;20230810;1;1;2;10/08/2023
Barueri;20230818;1;1;2;18/08/2023
Barueri;20230906;1;1;2;06/09/2023
